cal_year,engine_cc,vehicle_value,age,ncd_level,gross_amount
2020,997,26140,28,0,9860.519947
2022,997,26140,30,1,4737.391022
2023,997,26140,31,0,9967.748788
2023,1328,29187,47,4,3513.878342
2022,2330,49709,50,4,6815.14978
2024,2330,49709,52,4,22187.02826
2024,2330,49709,52,4,3606.613313
2022,600,10375,33,4,14511.68631
2022,600,10375,33,4,34037.9928
2021,600,9044,38,2,11883.19252
2020,600,8003,56,2,12872.28738
2022,3244,77290,52,2,4088.679146
2023,3244,77290,53,0,6907.305928
2023,600,6559,28,3,5673.450872
2020,1533,43601,70,5,23326.08535
2022,1533,43601,72,4,1942.724222
2024,892,23687,43,4,19636.00691
2024,892,23687,43,4,8633.854608
2024,892,23687,43,2,11395.17046
2017,600,16660,50,2,7001.967781
2021,600,16660,54,3,5814.522998
2022,600,11101,44,5,6492.018207
2022,1677,45418,56,1,28265.83901
2024,1677,45418,58,1,29130.98533
2024,1677,45418,58,1,27299.29614
2020,600,16721,32,1,12378.47283
2021,600,16721,33,0,2244.37175
2019,600,14402,50,2,7047.625774
2022,600,9028,50,4,3678.816039
2022,600,9028,50,4,28174.35247
2018,900,27020,51,1,7631.390866
2022,1079,31016,59,2,97895.83199
2019,600,17009,36,3,5661.638288
2020,3119,76294,52,3,11757.02316
2021,1723,43509,41,5,3155.139107
2024,611,18106,43,3,13156.24874
2024,611,18106,43,3,18529.34308
2024,1169,34526,64,5,14139.54362
2020,825,12034,38,3,9363.668703
2021,825,12034,39,1,8963.914987
2021,825,12034,39,1,10929.59804
2020,600,13636,26,2,13625.93125
2020,600,13636,26,2,12565.24188
2020,600,13636,26,2,1833.325325
2017,704,21937,36,1,34778.25038
2021,704,21937,40,3,14164.6174
2022,1793,47777,40,2,8383.293423
2024,1522,40283,48,1,31689.87996
2019,600,19247,33,2,1601.741627
2023,600,11733,65,5,8645.661076
2021,1019,24891,44,2,8474.953685
2024,1019,24891,47,3,15177.18438
2023,600,11353,62,4,71615.06749
2018,1341,31220,53,2,13905.47367
2018,600,5539,44,4,9904.199636
2018,1325,38986,41,1,12403.70106
2018,1325,38986,41,1,6448.129619
2023,1325,38986,46,4,10709.93007
2023,869,28698,45,1,12150.53359
2024,2084,47750,50,2,42731.96861
2019,600,9918,40,3,20692.39329
2022,600,14193,44,3,19629.94089
2019,1680,45038,49,1,3017.706598
2023,600,12330,50,1,4709.340278
2020,600,18353,45,2,11670.02016
2024,786,13853,37,5,20290.40571
2021,600,10548,37,5,21936.69043
2020,1165,30258,45,4,8116.474442
2020,1165,30258,45,4,10394.63372
2021,1165,30258,46,2,7502.956777
2022,1165,30258,47,0,6189.438706
2016,600,17057,43,2,5922.216076
2023,600,14335,45,3,3123.955208
2023,600,18650,39,4,9370.250872
2023,600,18650,39,4,7823.700574
2023,600,10821,27,1,1284.892003
2024,600,10821,28,0,22952.17833
2022,600,11458,24,3,9589.531233
2023,600,11458,25,1,9634.535033
2021,600,15411,43,3,7273.150287
2021,600,11677,34,1,7673.929326
2022,600,11677,35,0,19387.06194
2022,600,11677,35,0,10659.31547
2023,600,11677,36,0,7570.373363
2023,600,11677,36,0,8301.264358
2024,600,11677,37,0,13380.2187
2022,924,22333,60,2,8663.369778
2022,600,11847,32,3,10724.92751
2020,600,10204,38,2,18731.04976
2020,1791,44952,27,1,6074.695545
2017,600,8090,37,1,18916.42913
2022,993,27537,61,1,24720.92945
2023,710,23208,44,1,1247.843918
2019,600,16701,36,2,2286.702347
2019,600,16701,36,2,9691.74322
2018,834,25921,20,2,41928.65024
2018,834,25921,20,2,7045.013431
2018,834,25921,20,2,10985.29075
2021,600,12919,48,2,20383.18535
2021,1127,31812,46,5,6002.471426
2022,1127,31812,47,3,3678.870546
2017,600,9989,55,1,38415.81968
2024,1872,43601,36,5,5405.917255
2024,600,8720,38,5,17139.03333
2021,600,14182,47,1,2974.675863
2022,600,14182,48,0,3967.70133
2018,818,22822,42,1,25282.80356
2019,818,22822,43,0,6966.136548
2023,1037,25597,50,5,4171.63353
2017,600,14668,30,1,3286.17457
2019,600,14668,32,1,14979.44176
2019,600,14668,32,1,2887.527644
2016,600,11715,43,1,2008.398258
2023,608,14432,69,2,5209.477783
2023,871,19938,32,1,17349.30278
2024,600,6243,53,4,7868.517553
2021,600,14888,64,5,11087.40955
2017,600,13482,32,1,12736.17544
2017,600,13482,32,1,1231.918539
2021,1410,29959,71,0,37050.21501
2021,1410,29959,71,0,49379.41733
2023,1410,29959,73,1,5897.085827
2019,600,12930,37,1,2238.655172
2016,600,14002,23,0,5311.504215
2017,600,14002,24,0,7568.559926
2021,600,17894,41,1,4776.614864
2016,600,11964,19,1,7776.800276
2017,600,11964,20,0,50042.41635
2017,600,11964,20,0,6072.047969
2017,600,11964,20,0,18788.91835
2018,600,11964,21,0,8989.071963
2023,600,16568,42,2,14298.24379
2021,600,14483,78,5,12434.67297
2024,2964,71258,62,5,12477.5513
2020,6000,65000,56,0,38558.80045
2021,600,7948,49,2,3765.232005
2021,600,7948,49,2,6143.934069
2021,600,15423,22,2,3249.673035
2022,600,15423,23,0,26377.11872
2023,650,17449,52,5,8579.993799
2023,882,20316,50,1,3631.602085
2021,600,10362,47,3,7851.133223
2023,600,10362,49,2,16125.93764
2024,600,10190,45,1,8283.875035
2024,600,10190,45,1,2864.122282
2024,600,10190,45,1,8852.490994
2019,600,10514,22,1,25215.51259
2020,600,10514,23,0,8816.89677
2020,600,10514,23,0,12391.35437
2021,600,10514,24,0,9725.482097
2021,600,10514,24,0,13136.57267
2024,600,10514,27,2,6212.214095
2024,600,10514,27,2,17882.3175
2017,600,9604,38,2,9676.241359
2019,600,9604,40,1,25621.27508
2019,600,9604,40,1,6085.150853
2017,3562,78473,59,3,8982.2761
2024,3562,78473,66,5,35688.20382
2021,2591,66489,41,4,34578.2529
2021,2591,66489,41,4,3067.428792
2016,600,16491,32,1,7157.242178
2024,2516,53857,53,4,9027.872464
2022,600,10892,44,4,24493.4064
2022,600,10892,44,4,8782.732237
2018,600,18783,53,1,3553.397623
2023,600,8321,28,1,8582.998632
2023,600,14115,43,5,10782.64038
2023,600,14115,43,5,3399.986556
2021,600,15066,33,3,2812.499415
2021,600,15066,33,3,7080.314439
2018,1061,25630,62,2,67360.07452
2019,1061,25630,63,0,22630.77819
2020,1061,25630,64,0,12855.66025
2022,1140,25663,52,3,53790.40082
2021,1036,18749,35,5,3557.093111
2020,2407,57298,40,2,8688.424929
2022,727,19162,57,2,14486.53555
2022,727,19162,57,2,12207.53851
2022,727,19162,57,2,3662.121659
2022,600,16550,46,5,25177.52614
2023,600,13112,40,1,3314.659679
2021,600,14034,41,4,1743.290884
2018,600,17690,65,3,6831.842035
2018,1990,50044,34,1,12176.28654
2024,600,17644,56,2,346.8180558
2024,600,17644,56,2,17248.08263
2021,652,18043,44,3,21193.05202
2020,2201,53406,41,3,3417.188725
2017,600,16572,39,2,14497.75961
2019,1304,28488,55,1,6384.616703
2022,600,13538,39,2,7694.58141
2022,600,13538,39,2,17308.40561
2024,859,21295,69,5,4552.606726
2017,1472,42977,19,1,15948.66259
2018,1472,42977,20,0,5788.643962
2019,1472,42977,21,0,9489.709318
2022,914,27078,38,3,4917.068971
2019,600,14179,34,2,15837.42234
2019,600,14179,34,2,27418.55291
2022,600,14179,37,2,10165.21296
2021,876,21741,45,4,7964.744198
2020,830,18174,60,2,17426.31635
2020,600,13288,51,0,6233.436053
2021,600,13288,52,0,12280.44348
2024,600,11658,47,0,3576.969742
2023,928,19978,29,2,11193.4623
2017,600,10525,46,2,3714.176078
2017,600,10525,46,2,1968.255553
2017,600,10525,46,2,6127.964121
2021,1032,24094,50,3,10913.56839
2021,1486,38117,31,1,22045.34031
2021,1486,38117,31,1,7463.137356
2022,1486,38117,32,0,3578.442239
2023,1486,38117,33,0,10070.83641
2023,1486,38117,33,0,7124.692594
2022,791,25603,37,5,28502.38634
2022,791,25603,37,5,33484.76255
2020,1627,45698,24,2,15618.52834
2020,1627,45698,24,2,7925.831153
2020,1627,45698,24,2,11239.89015
2021,1627,45698,25,0,9302.081752
2021,1627,45698,25,0,35399.91495
2022,1627,45698,26,0,18797.52685
2022,1627,45698,26,0,20766.5129
2022,1627,45698,26,0,82078.37059
2023,1627,45698,27,0,27343.83066
2022,600,13828,56,5,4015.870246
2023,600,13828,57,3,1898.166687
2021,1015,24574,55,3,24449.29167
2018,800,20857,40,2,6474.85044
2024,800,20857,46,2,21953.1164
2018,600,16068,41,0,2563.676835
2021,600,12125,41,4,13152.35906
2023,809,26049,30,1,10427.33828
2023,809,26049,30,1,22100.888
2024,809,26049,31,0,2004.15756
2024,600,9941,53,5,10039.46409
2017,600,10460,32,2,3768.595589
2023,633,17678,31,5,12901.7435
2023,633,17678,31,5,35981.78788
2024,633,17678,32,3,5952.299961
2024,675,13158,56,5,3703.850503
2024,675,13158,56,5,8074.987436
2023,600,12444,47,4,4699.389291
2022,1001,28879,35,2,8486.048628
2023,600,13680,49,2,4659.540693
2022,600,12051,50,2,25953.89349
2024,600,18042,38,1,20997.17626
2024,600,11607,47,5,3759.311246
2021,600,11600,66,2,9453.452706
2024,600,11600,69,2,12105.26856
2018,600,13873,22,2,1332.813679
2022,600,17853,36,2,11351.21284
2017,1018,26773,40,2,3855.623687
2024,1018,26773,47,5,10856.15512
2024,1826,48866,57,1,20354.70248
2018,709,19104,49,2,9245.687957
2020,709,19104,51,1,5157.230374
2020,709,19104,51,1,3256.862242
2020,709,19104,51,1,34757.45064
2019,1613,33797,23,0,6173.980654
2020,1613,33797,24,0,3760.295773
2020,1613,33797,24,0,25948.41552
2021,1613,33797,25,0,23141.14304
2021,1613,33797,25,0,11682.13292
2021,1613,33797,25,0,3351.526755
2021,1613,33797,25,0,3163.733112
2022,1613,33797,26,0,8645.235796
2020,600,13432,35,4,3667.663031
2024,600,10993,34,2,6560.026554
2019,600,10208,41,2,11050.87113
2020,600,10208,42,0,13483.78343
2022,600,19680,35,2,9091.973046
2024,1890,44267,68,5,15798.68822
2021,600,12535,60,5,9872.075691
2024,600,12535,63,5,18471.63784
2018,635,17269,24,2,1330.843053
2020,635,17269,26,1,6795.724537
2024,600,16206,46,4,3696.372485
2023,600,13832,31,4,20702.00752
2021,600,9699,42,5,17412.60056
2023,600,9699,44,4,6843.917602
2023,600,20019,62,3,7843.480554
2023,600,7462,32,0,5056.149748
2019,600,5722,44,0,22643.44259
2023,600,5722,48,3,4740.458099
2024,600,5722,49,1,19371.44458
2017,600,9533,39,3,12369.21733
2022,600,9533,44,5,10281.57324
2024,600,9533,46,4,18303.02244
2023,1307,33548,31,1,86607.785
2023,1307,33548,31,1,6718.26073
2019,843,22698,50,0,6678.876736
2018,2038,51253,50,1,7126.899689
2018,2038,51253,50,1,2998.23341
2018,2038,51253,50,1,18441.57283
2022,2038,51253,54,3,7673.336563
2019,1534,34544,44,2,5301.364641
2022,1534,34544,47,2,10555.54783
2022,1534,34544,47,2,9304.115409
2021,1824,41422,42,2,17860.39377
2017,2584,54149,54,2,5830.305678
2018,2584,54149,55,0,6588.119275
2024,600,12216,45,5,26132.76367
2021,1332,35003,42,4,1425.005833
2023,1332,35003,44,3,20051.04823
2023,1332,35003,44,3,4742.22961
2023,1332,35003,44,3,49930.31955
2021,600,20835,65,4,16188.29333
2019,600,14421,50,3,22492.33649
2019,600,15083,29,1,14572.4858
2019,600,15083,29,1,18017.8473
2022,1597,44076,48,5,2049.352267
2024,600,12899,36,4,9649.311336
2021,684,19205,32,5,10041.32556
2021,684,19205,32,5,26123.36744
2021,600,12961,42,4,44809.58591
2024,600,9596,47,1,2682.405792
2021,1511,45284,57,2,16739.70722
2023,600,12811,48,0,12510.75212
2024,600,12811,49,0,8488.622883
2019,1254,27989,44,3,12144.71331
2020,1254,27989,45,1,3974.907979
2021,1254,27989,46,0,6119.914228
2023,1034,24224,38,2,7297.162027
2023,1034,24224,38,2,5225.819114
2021,600,11534,36,3,25544.4107
2022,600,11534,37,1,2058.040959
2023,600,11534,38,0,8335.207101
2024,600,11534,39,0,9451.75083
2023,1600,34773,40,4,7117.596363
2024,1600,34773,41,2,9278.728383
2018,600,13139,47,2,78005.7329
2021,600,13139,50,2,8085.639854
2018,600,12233,21,1,3243.410715
2018,600,12233,21,1,3304.939337
2018,600,12233,21,1,24174.97037
2023,1119,27232,41,1,4884.75411
2017,666,13855,50,3,5933.862304
2018,666,13855,51,1,9277.505228
2020,1982,45593,26,0,7257.890035
2020,1982,45593,26,0,24027.30396
2023,1982,45593,29,1,12289.54626
2024,1982,45593,30,0,8119.041254
2024,1982,45593,30,0,7467.069853
2019,600,11344,48,4,3767.873646
2020,600,13735,27,1,7471.037743
2021,600,13735,28,0,12976.62416
2024,1107,30778,58,5,11090.58547
2023,1423,31802,42,3,3068.419081
2022,1082,27118,43,1,18105.47413
2021,699,21039,29,2,7554.689039
2021,699,21039,29,2,8622.653038
2022,699,21039,30,0,2220.23746
2023,699,21039,31,0,30013.22081
2019,600,10364,26,2,13808.65331
2019,600,10364,26,2,4209.311152
2019,600,10364,26,2,22554.57349
2019,600,9510,34,2,17514.55423
2019,600,10935,20,0,10694.19343
2019,600,10935,20,0,12521.58274
2019,600,10935,20,0,10384.00266
2021,1139,32469,47,3,11556.79779
2021,1139,32469,47,3,3143.618133
2022,1139,32469,48,1,8894.572975
2023,1139,32469,49,0,2180.931449
2016,1100,28487,33,1,5119.758357
2022,600,11455,28,2,6004.923251
2019,600,11947,37,4,6937.281544
2021,1761,45070,59,2,1297.219369
2022,1761,45070,60,0,5874.275566
2022,1540,33508,44,3,15962.95432
2022,1540,33508,44,3,10777.17384
2022,1390,42084,49,1,10941.81883
2022,1390,42084,49,1,22469.76946
2022,1390,42084,49,1,2374.319695
2021,1444,42195,36,2,18926.91781
2021,1444,42195,36,2,9478.630955
2021,600,15834,66,3,1783.612874
2021,600,15834,66,3,18430.65274
2023,600,15834,68,2,9037.618887
2017,600,14275,22,1,3400.340547
2019,600,11119,47,1,26188.21039
2020,790,23893,43,2,14868.55176
2022,790,23893,45,1,4011.942054
2020,2334,52547,34,0,7650.155236
2024,600,9328,60,0,12969.1475
2024,600,7595,39,3,22585.77031
2024,600,7595,39,3,15906.7078
2024,600,12603,42,1,7852.026343
2021,1202,36363,55,5,9395.553841
2021,1202,36363,55,5,5478.020858
2017,799,18594,27,0,17080.28426
2017,799,18594,27,0,1924.949504
2019,799,18594,29,1,4495.013924
2019,799,18594,29,1,19319.351
2021,799,18594,31,1,25702.43651
2021,2094,53838,49,5,3118.046517
2022,2094,53838,50,3,47020.18326
2023,884,26250,30,0,18666.3065
2024,884,26250,31,0,9045.651635
2023,600,8017,49,2,7476.89522
2022,600,8413,39,2,6039.963557
2024,600,8413,41,1,1650.668928
2020,600,16529,25,4,5739.354494
2021,600,16529,26,2,1692.00613
2021,600,16529,26,2,2669.860384
2022,600,16529,27,0,5027.035796
2024,600,16529,29,1,5412.916983
2024,600,16529,29,1,5214.974859
2022,600,14766,29,2,3832.316813
2020,2217,54127,70,2,30231.77145
2020,2217,54127,70,2,16619.73649
2020,3867,87117,62,2,44883.09841
2022,3867,87117,64,1,51747.61866
2022,3867,87117,64,1,68996.41179
2018,600,14582,31,1,8789.625277
2022,600,14582,35,3,11621.43003
2019,3163,65000,39,3,3079.173101
2021,3163,65000,41,2,7261.774722
2017,782,23689,20,0,2030.21914
2017,782,23689,20,0,3332.138912
2021,897,23524,46,2,5369.05328
2023,897,23524,48,1,7641.737395
2021,600,19323,60,4,10016.42757
2023,600,19323,62,3,10638.81401
2024,600,15716,64,1,6748.77604
2022,642,14674,53,4,3561.54147
2022,600,18297,44,1,17953.08652
2024,600,18297,46,1,9932.302412
2024,600,18297,46,1,13853.10152
2022,600,12107,43,0,16431.08937
2020,600,13750,41,3,3388.227476
2021,731,17702,45,4,15477.59216
2022,731,17702,46,2,54634.91824
2022,600,16692,45,5,13447.36848
2024,600,16692,47,5,5706.466703
2022,1738,48003,73,5,21818.34667
2020,600,8560,38,0,950.8651218
2020,600,14535,53,3,11281.53588
2016,600,14101,45,1,36760.80916
2016,600,14101,45,1,7417.07975
2024,2673,68250,50,5,19916.21454
2018,600,14199,46,2,3704.958061
2018,600,14199,46,2,11120.61443
2020,600,14377,39,3,1800.854651
2024,600,14377,43,5,4180.957625
2023,1719,41931,38,0,27358.1531
2021,600,14605,53,5,8012.662701
2024,2020,51432,40,5,3834.131277
2018,1570,36154,45,1,4115.727594
2019,1570,36154,46,0,25714.98183
2019,1570,36154,46,0,29318.53168
2020,600,15546,24,1,23118.87376
2020,600,15546,24,1,5295.342166
2023,992,22555,50,3,17964.87682
2021,600,12986,55,1,9718.557073
2022,600,12986,56,0,39954.73071
2020,684,14318,81,2,30939.78762
2023,600,9715,65,3,4159.575964
2018,600,19862,33,1,6871.802565
2021,600,13546,36,3,9096.867191
2024,1410,34122,31,3,6744.299703
2019,712,16312,31,3,7641.789339
2022,712,16312,34,3,4604.891741
2024,600,11623,40,3,4483.241114
2024,600,11623,40,3,12543.24675
2022,600,12482,39,3,9283.200834
2023,600,12482,40,1,27095.48336
2024,600,12482,41,0,3291.123253
2024,600,13202,52,1,16290.12171
2024,600,14288,40,1,2724.199305
2019,911,24180,49,2,4143.882274
2017,600,9958,20,1,9472.491244
2019,600,9958,22,1,18189.12741
2020,600,9958,23,0,12985.61479
2020,600,9958,23,0,5885.504305
2019,859,23790,41,2,4570.477323
2023,600,15535,44,2,5550.067568
2024,1129,29155,51,5,15224.20907
2021,600,10389,47,1,25228.90004
2017,1384,33512,23,3,5908.53298
2018,1384,33512,24,1,9398.150776
2018,1384,33512,24,1,4527.537898
2021,1384,33512,27,0,5219.997027
2021,1021,24644,54,2,11997.40295
2023,1001,30673,75,1,13529.21461
2023,2836,69029,38,4,30496.53669
2024,2836,69029,39,2,11637.32103
2024,2836,69029,39,2,25949.42314
2021,952,29142,40,5,16183.43777
2023,600,10514,38,1,2404.727494
2021,600,12466,55,5,334.0780634
2016,659,15490,42,2,3330.244195
2018,659,15490,44,0,4694.06339
2023,742,25053,43,3,3643.611381
2022,1345,36048,52,3,15944.9715
2021,1240,27286,58,2,15988.81741
2022,1240,27286,59,0,4813.908732
2022,933,23815,55,2,8973.844848
2022,933,23815,55,2,5663.69916
2024,933,23815,57,1,11398.65173
2019,600,12713,29,1,9277.309346
2017,981,21872,51,2,19178.94518
2018,981,21872,52,0,8733.944638
2024,600,12818,35,1,2738.573719
2019,1412,35333,53,3,14195.46926
2018,600,11217,47,2,4839.80454
2024,600,11217,53,5,5407.933246
2024,737,22922,57,4,2618.667085
2021,600,15554,52,4,1563.010754
2018,1093,23985,44,2,11957.61259
2018,1093,23985,44,2,14643.10397
2017,600,13897,28,1,4953.97744
2019,600,14234,43,4,13562.65419
2023,600,14042,48,2,9910.964628
2024,726,16512,27,4,1656.258958
2017,3308,84674,46,1,16336.21485
2017,3308,84674,46,1,28577.46568
2019,3308,84674,48,1,19880.74281
2024,717,18617,48,1,14209.56991
2023,600,12337,49,5,898.4755314
2024,600,12337,50,4,9585.349092
2021,600,22283,58,3,24737.30899
2023,1344,34249,43,5,12231.30846
2024,914,26100,50,4,3201.259381
2019,2255,55383,65,4,11968.17712
2019,2255,55383,65,4,7318.153516
2019,2255,55383,65,4,38545.5066
2019,2255,55383,65,4,17976.47592
2020,2255,55383,66,2,15023.7677
2021,2255,55383,67,0,32110.55351
2023,600,17193,42,0,11362.39645
2024,600,17193,43,0,17567.94551
2024,600,13718,33,2,12121.96643
2024,600,13718,33,2,9606.324454
2019,1193,31491,25,1,7565.996758
2019,1193,31491,25,1,29079.72335
2019,1193,31491,25,1,2737.263724
2019,1193,31491,25,1,6279.556749
2018,1581,41218,36,1,5591.815167
2019,1581,41218,37,0,4586.856199
2021,1914,50713,61,2,19901.58549
2017,600,13999,42,1,22684.64319
2022,768,25982,56,2,34309.29726
2019,1919,50975,54,3,15195.86873
2023,1919,50975,58,4,6775.858325
2017,600,19151,50,3,3006.483067
2018,600,15635,42,1,8577.852095
2024,1161,26693,52,2,9862.601165
2022,600,8750,27,1,1997.612297
2020,939,30276,42,0,40698.92171
2021,939,30276,43,0,46487.57281
2018,600,13609,56,1,17139.60652
2018,600,13609,56,1,6623.583479
2024,600,19313,32,5,4730.953065
2021,1058,28426,48,2,3598.346788
2022,1058,28426,49,0,14628.65285
2023,705,28335,43,0,11639.299
2023,1804,44184,56,4,16206.76169
2021,600,15546,46,1,8665.482992
2021,600,13254,39,3,7700.363234
2021,600,13254,39,3,10289.4046
2021,1215,39366,24,0,4280.125546
2018,600,16818,44,3,10889.49245
2018,600,16818,44,3,1126.08657
2018,1320,37019,60,2,13972.83241
2020,1320,37019,62,1,21438.41332
2022,1320,37019,64,1,27879.89465
2019,600,18942,49,4,4698.711085
2018,2028,47147,49,2,13320.54503
2019,2028,47147,50,0,10116.65058
2019,2028,47147,50,0,14722.42684
2019,600,11736,41,1,8223.238021
2021,600,11736,43,1,4787.066357
2024,600,11736,46,2,24219.51154
2024,600,11736,46,2,10694.0562
2018,3119,78254,67,1,67349.12845
2018,722,15673,38,1,15623.74791
2018,722,15673,38,1,4142.213247
2018,846,19543,36,2,8667.166156
2023,664,14717,37,5,3095.141599
2023,664,14717,37,5,2300.057122
2021,600,11440,64,5,14924.81376
2022,600,11440,65,3,3604.433481
2019,1001,23733,53,1,458.4588614
2019,600,9123,55,0,5192.49697
2023,600,11373,68,5,3811.019667
2019,1113,28517,23,1,13880.81004
2020,1113,28517,24,0,6052.516943
2018,633,11970,42,2,11097.7387
2018,633,11970,42,2,4330.959645
2019,697,17824,52,2,813.7804904
2017,948,25108,38,2,9582.830935
2022,600,10192,58,5,4030.555015
